MONTH,DAY,STID,TMAX,TMIN,TAVG,DMAX,DMIN,DAVG,HMAX,HMIN,HAVG,VDEF,9AVG,HDEG,CDEG,HTMX,WCMN,PDIR,PDFQ,SDIR,SDFQ,WSMX,WSMN,WSPD,WDEV,WMAX,2MAX,2MIN,2AVG,2DEV,PMAX,PMIN,PAVG,MSLP,AMAX,ATOT,RAIN,RNUM,RMAX
7,8,NRMN,90.91,71.78,80.21,75.26,64.47,70.66,93.73,48.93,74.04,10.15,80.42,0,16.35,100.56,-996,8,54.02,7,22.99,14.8,0,6.13,2.79,24.47,11.8,0,4.59,2.62,28.74,28.62,28.69,29.93,1129.06,22.83,0,0,0
7,9,NRMN,93.83,73.22,83.88,76.69,69.05,73.23,91.09,54.7,71.61,12.54,83.92,0,18.52,106.94,-996,7,44.1,8,29.17,14.48,3.69,8.23,2.15,21.85,11.19,1.94,6.45,1.9,28.72,28.62,28.66,29.9,976.89,26.55,0,0,0
7,10,NRMN,95.05,76.42,84.99,77.69,70.73,74.55,89.54,50.19,72.21,12.49,84.87,0,20.74,106.97,-996,7,25,5,20.49,14.16,2.25,7.23,2.36,18.48,10.35,0.89,5.4,1.88,28.83,28.72,28.76,30.01,1019.82,26.84,0,0,0
7,11,NRMN,89.44,69.39,80.42,72.98,60.96,66.95,93.59,40.92,66.2,13.22,80.92,0,14.41,92.4,-996,2,33.59,3,24.43,14.28,0.39,6.66,3.28,20.38,11.02,0,4.64,3.18,28.87,28.73,28.79,30.04,946.82,-996,0,0,0
7,12,NRMN,88.09,64.54,77.85,66.82,60.77,63.62,95.79,40.82,64.21,13.39,78.77,0,11.32,88.91,-996,-996,-999,-996,-999,11.33,0,4.95,2.68,19.89,8.63,0,3.35,2.66,28.76,28.67,28.72,29.96,974.44,29.69,0,0,0
7,13,NRMN,89.8,66.06,79.53,70.11,58.16,65.58,96.56,40.84,65.52,13.88,80.26,0,12.93,92.27,-996,-996,-999,-996,-999,12.92,0,5.32,3.02,22.5,10.37,0,3.73,2.84,28.77,28.69,28.73,29.98,972.5,29.52,0,0,0
7,14,NRMN,88.29,71.17,79.69,73.34,67.47,70.32,94.21,53.66,74.43,9.66,79.63,0,14.73,93.55,-996,3,47.64,2,24.73,14.32,0.12,7.26,3.14,21.12,11.24,0,5.29,2.72,28.78,28.7,28.74,29.98,1091.55,22.7,0,0,0
7,15,NRMN,91.49,67.86,79.91,70.97,66.32,68.8,97.38,44.89,71.32,11.78,80.17,0,14.67,96.53,-996,-996,-999,-996,-999,12.16,0,5.32,2.68,19.66,9.59,0,3.92,2.6,28.73,28.61,28.68,29.92,1094.24,25.38,0,0,0
7,16,NRMN,99.52,70.32,86.03,73.68,66.68,70.66,95.05,35.97,63.59,18.61,86.15,0,19.92,108.31,-996,-996,-999,-996,-999,11.05,0,5.53,2.67,17.9,9.25,0,4.34,2.66,28.71,28.63,28.67,29.92,968.14,27,0,0,0
7,17,NRMN,96.37,77.45,86.66,73.7,68.46,71.23,78.81,44.12,61.47,17.92,86.27,0,21.91,105.09,-996,8,55.9,7,22.92,16.04,5.53,10.04,2.47,24.27,13.06,4.64,8.41,2.05,28.74,28.65,28.7,29.94,960.38,27.11,0,0,0
7,18,NRMN,95.86,77.77,86.05,72.02,66.54,70.16,80.69,43.46,60.65,18,85.64,0,21.82,104.43,-996,8,53.47,7,31.25,17.94,6.09,11.66,2.71,27.98,14.85,4.45,9.79,2.33,28.71,28.58,28.66,29.9,942.05,28.37,0,0,0
7,19,NRMN,96.64,77.22,86.53,71.42,64.33,69.18,80.34,36.13,58.26,19.56,86.14,0,21.93,102.06,-996,8,53.47,7,35.07,17.4,6.31,11.7,2.27,27.34,14.98,5.1,9.83,1.93,28.68,28.6,28.65,29.89,944.2,28.67,0,0,0
7,20,NRMN,96.57,76.71,86.12,72.22,64.88,68.93,81.91,36.57,58.84,19.32,85.78,0,21.64,100.98,-996,8,50.69,7,32.99,18.28,5.51,10.73,2.76,27.11,14.37,4.2,8.98,2.35,28.68,28.59,28.64,29.88,949.75,28.53,0,0,0
7,21,NRMN,98.73,74.66,86.81,70.33,63.47,68.19,85.41,32.65,56.9,21.23,86.5,0,21.69,103.49,-996,9,34.03,8,32.29,16.19,4.08,9.24,2.84,25.37,13.18,3.32,7.63,2.39,28.7,28.63,28.67,29.91,946.24,27.96,0,0,0
7,22,NRMN,87.39,69.62,78.62,71.8,56.88,65.65,96.31,36.86,66.82,12.06,78.47,0,13.5,88.8,-996,1,36.82,0,28.52,19.22,0.57,11.61,4.85,25.86,15.66,0,9.1,4.19,28.94,28.7,28.84,30.09,1105.84,19.27,0,0,0
7,23,NRMN,85.15,63.93,74.82,62.58,53.58,57.47,78.71,36.47,56.91,13.97,74.92,0,9.54,84.27,-996,1,39.44,2,32.04,14.28,1.39,7.65,2.53,22.37,11.72,0,5.91,2.49,28.99,28.88,28.94,30.19,1031.87,28.57,0,0,0
7,24,NRMN,87.04,57.06,74.44,61.34,52.21,56.65,96.65,33.05,57.69,14.64,75.41,0,7.05,85.63,-996,-996,-999,-996,-999,10.95,0,4.63,2.67,16.95,8.47,0,3.4,2.4,28.98,28.83,28.9,30.16,976.57,28.83,0,0,0
7,25,NRMN,86.95,64.92,76.73,59.64,51.72,56.51,79.84,31.77,51.94,16.48,76.65,0,10.94,85.12,-996,7,33.33,6,32.99,12.28,2.72,7.47,1.72,33.46,10.21,2.21,6.04,1.64,28.94,28.82,28.88,30.13,967.11,28.34,0,0,0
7,26,NRMN,87.71,64.35,76.54,60.66,52.78,57.4,74.15,31.43,53.18,15.83,76.44,0,11.03,86.04,-996,7,63.19,8,26.04,10.97,2.97,6.86,1.71,16.59,9.19,1.69,5.63,1.71,28.94,28.86,28.9,30.15,1074.09,26.23,0,0,0
7,27,NRMN,91.27,68,79.82,64.26,57.69,60.83,78.18,34.23,54.63,17.58,79.6,0,14.64,91.23,-996,7,67.36,8,16.32,13.04,3.5,7.63,1.78,20.18,10.71,2.4,6.3,1.67,28.95,28.82,28.89,30.14,1054.12,26.81,0,0,0
7,28,NRMN,95.29,71.94,83.84,70.9,60.64,64.83,79.41,35.36,55.03,19.74,83.47,0,18.61,98.36,-996,7,55.56,8,28.82,15.43,4.7,9.4,2.37,24.27,13.27,3.59,7.79,2.06,28.85,28.69,28.77,30.02,1030.16,25.9,0,0,0
7,29,NRMN,97.88,74.68,84.26,74.38,66.14,70.28,91.34,36.96,64.75,15.51,84.05,0,21.28,103.7,-996,-996,-999,-996,-999,15.82,0.53,7.26,3.47,21.18,13.09,0,5.79,3.15,28.77,28.67,28.71,29.96,1003.31,24.71,0.02,2,0.12
7,30,NRMN,96.13,72.12,83.9,74.93,64.97,70.18,97.22,39.17,66.96,15.55,84.01,0,19.13,101.39,-996,-996,-999,-996,-999,13.16,0,5.59,2.98,16.81,10.45,0,4.2,2.66,28.82,28.73,28.78,30.03,979.4,27.12,0,0,0
7,31,NRMN,97.7,73.17,85.87,73.31,64.77,68.25,83.42,35.59,58.07,19.79,85.65,0,20.43,103.25,-996,7,61.11,6,31.94,12.83,3.08,8.01,2.22,21.92,10.91,0.72,6.5,2.27,28.83,28.72,28.78,30.02,922.78,27.15,0,0,0
8,1,NRMN,96.64,75.22,85.03,71.91,67.63,69.36,80.24,41.83,60.91,17.41,84.64,0,20.93,103.3,-996,7,49.31,6,30.21,13.49,3.54,8.62,1.78,19.66,11.29,2.25,7.14,1.59,28.84,28.72,28.77,30.02,1023.56,21.75,0,0,0
8,2,NRMN,91.53,75.6,83.01,74.13,69.26,71.01,86.66,51.76,68.12,13.07,82.68,0,18.56,100.82,-996,7,58.33,6,23.26,14.73,5.13,9.33,1.98,21.05,12.39,4.1,7.69,1.74,28.83,28.66,28.74,29.98,1091.42,15.65,0.01,1,0.12
8,3,NRMN,84.24,71.13,77.4,72.75,65.88,69.77,93.02,55.44,77.96,7.35,77.26,0,12.68,86.95,-996,4,28.74,5,22.61,15.66,0,8.04,4,24.99,12.77,0,6.23,3.4,28.78,28.71,28.74,29.98,728.41,10.78,0,0,0
8,4,NRMN,90.64,68,79.47,72.09,66.69,69.68,98,47.65,74.47,10.48,79.77,0,14.32,96.03,-996,-996,-999,-996,-999,10.55,0,4.57,2.38,16.15,8.56,0,3.15,2.41,28.82,28.71,28.76,30.01,1138.49,20.63,0,0,0
8,5,NRMN,95.7,70.29,83.21,72.3,66.4,69.93,97.67,39.92,67.26,14.87,83.68,0,17.99,100.88,-996,-996,-999,-996,-999,11.27,0,4.23,2.79,16.22,9.3,0,3.17,2.54,28.79,28.68,28.73,29.98,1073.67,23.26,0,0,0
8,6,NRMN,98.82,77.2,87.61,73.2,63.85,69.53,84.75,33.68,57.92,20.97,87.34,0,23.01,103.28,-996,8,20.57,7,17.73,12.02,0.89,5.78,2.38,30.4,9.33,0.38,4.57,1.99,28.74,28.62,28.69,29.93,1026.38,22.42,0,0,0
8,7,NRMN,101.91,77.34,89.8,71.97,66.74,69.79,81.87,33.35,54.65,24.36,89.52,0,24.63,108.73,-996,8,52.36,7,26.18,13.11,3.97,7.87,1.94,19.66,10.9,2.99,6.42,1.73,28.67,28.57,28.63,29.87,902.96,-996,0,0,0
8,8,NRMN,91.87,78.15,82.94,76.05,68.98,72.28,91.41,52.6,70.97,11.5,82.71,0,20.01,100.34,-996,8,29.17,4,27.43,12.42,3.54,7.79,1.56,18.28,9.28,2.18,6.06,1.28,28.72,28.6,28.65,29.9,1076.59,12.26,0,0,0
8,9,NRMN,91.26,74.57,80.11,77.13,71.45,75.09,95.78,59.31,85.61,5.72,79.82,0,17.91,102.79,-996,4,34.38,3,19.79,16.14,2.76,7.64,2.56,25.5,12.27,1.21,5.79,2.08,28.77,28.63,28.68,29.93,1030.1,14.87,0.12,10,0.24
8,10,NRMN,102.88,76.37,88.14,75.92,65.81,70.97,95.1,31.48,61.59,21.17,87.92,0,24.63,109.71,-996,7,42.71,8,20.83,11.14,3,7.09,1.75,17.32,9.1,1.33,5.65,1.68,28.71,28.61,28.66,29.9,1101.8,22.81,0,0,0
8,11,NRMN,102.33,77.59,89.48,71.42,65.96,69.02,78.25,32.74,53.46,24.58,89.14,0,24.96,109.24,-996,8,38.89,7,38.54,13.85,4.97,9.08,2.01,22.44,11.27,3.72,7.36,1.78,28.72,28.62,28.67,29.92,915.86,25.47,0,0,0
8,12,NRMN,103.84,76.64,90.12,70.25,62.84,67.44,77.21,26.87,50.36,27.16,89.82,0,25.24,108.71,-996,8,44.79,7,20.49,16.05,3.72,9.05,2.74,22.79,12.6,1.2,7.17,2.35,28.68,28.56,28.62,29.87,918.14,26.49,0,0,0
8,13,NRMN,87.46,74.41,80,74.14,64.63,69.24,94.85,51.38,70.8,10.65,80.05,0,15.93,91.6,-996,1,27.72,0,24.21,14.46,1.66,6.43,2.39,20.6,12.03,0,4.64,2.24,28.8,28.68,28.74,29.98,972.16,12.45,0.11,10,0.24
8,14,NRMN,93.27,68.29,82,73.8,64.98,68.49,91.26,41.82,65.74,14.34,81.74,0,15.78,98.01,-996,4,24.44,0,16.92,16.27,0,6.22,3.08,22.08,12.77,0,4.56,2.75,28.87,28.74,28.81,30.06,935.75,24.84,0,0,0
8,15,NRMN,97.25,68.61,84.31,70.59,63.57,67.41,93.11,35.45,59.93,18.67,84.49,0,17.93,102.11,-996,-996,-999,-996,-999,12.87,0,6.38,2.96,19.73,10.7,0,4.86,2.96,28.83,28.66,28.75,29.99,1003.42,24.37,0,0,0
8,16,NRMN,99.46,76.24,87.67,71.6,63.35,67.97,75.03,34.52,53.84,22.62,87.26,0,22.85,107.85,-996,7,46.53,8,27.43,16.7,6.02,10.89,2.38,24.7,13.87,4.57,8.89,2.09,28.7,28.57,28.65,29.89,932.75,25.77,0,0,0
8,17,NRMN,100.67,74.44,88.09,72.34,59.93,69.42,80.75,37.09,55.96,21.94,87.71,0,22.56,108.85,-996,8,53.47,7,35.07,32.17,2.65,11.41,4.07,44.87,24.07,1.34,9.34,3.18,28.64,28.49,28.58,29.82,891.95,24.7,0.02,2,0.12
8,18,NRMN,97.56,74.88,84.1,77.57,64.97,71.43,94.87,42.93,67.38,14.55,83.96,0,21.22,108.12,-996,7,32.99,6,30.9,18.72,3.55,10.34,2.79,30.47,15.67,2.83,8.28,2.49,28.68,28.53,28.61,29.85,900.43,19.09,0.07,4,0.48
8,19,NRMN,101.16,77.99,88.71,73.27,67.59,70.41,76.25,35.49,56.8,22.04,88.3,0,24.57,110.43,-996,7,59.03,8,30.9,12.52,4.74,8.43,1.64,19.95,10.71,3.44,6.9,1.53,28.75,28.66,28.7,29.95,890.49,25.09,0,0,0
8,20,NRMN,100.96,76.86,88.91,71.88,65.29,68.91,78.18,33.29,54.1,23.64,88.7,0,23.91,107.26,-996,7,47.04,8,26.13,14.28,1.98,7.41,2.06,19.8,11.27,0.06,5.9,1.97,28.8,28.69,28.75,30,906.23,24.38,0,0,0
8,21,NRMN,100.51,73.78,88.01,70.36,61.61,67.05,82.57,28.59,53.12,23.86,87.79,0,22.14,103.14,-996,7,40,8,30.71,13.13,0.01,6.98,2.34,19.51,10.54,0,5.53,2.22,28.79,28.63,28.72,29.96,926.04,25.28,0,0,0
8,22,NRMN,94.42,71.19,80.21,73.51,64.59,68.38,96.7,41.02,69.34,12.3,79.98,0,17.81,99.57,-996,4,22.3,8,19.78,17.45,0.41,7.47,3.45,28.43,14.38,0,5.7,2.79,28.74,28.6,28.68,29.93,1030.53,17.84,0.61,22,1.8
8,23,NRMN,87.6,68.81,76.45,70.66,63.59,68.52,97.55,46.18,78.85,7.81,76.02,0,13.21,90.05,-996,4,36.81,5,24.65,19.28,2.34,9.21,2.99,27.47,14.71,1.15,7.07,2.57,28.78,28.66,28.71,29.95,1076.33,20.74,2.04,27,4.08
8,24,NRMN,89.47,69.85,77.2,75.22,68.47,70.68,97.42,55.4,81.73,6.81,77,0,14.66,96.77,-996,6,34.78,5,26.09,17.3,0.87,6.23,2.66,27.25,13.94,0,4.63,2.51,28.76,28.66,28.71,29.95,1061.91,16.75,0,0,0
8,25,NRMN,87.66,66.15,76.97,73.51,63.97,69.81,97.37,57.36,79.84,7.34,76.95,0,11.9,94.37,-996,6,42.12,7,15.38,23.82,0.27,8,3.3,37.42,18.75,0,6.15,2.76,28.74,28.52,28.61,29.85,1003.51,19.26,0.67,16,2.16
8,26,NRMN,97.7,68.52,83.87,77.06,63.79,73.29,95.12,47.08,72.85,13.1,83.72,0,18.11,111.25,-996,7,43.75,8,21.18,33.89,3.54,10.8,4.11,51,26.51,2.55,8.63,3.17,28.71,28.43,28.5,29.74,910.91,24.21,1.28,15,3.96
8,27,NRMN,78.94,70.25,73.87,71.63,62.7,69.37,96.29,74.69,86.11,4.05,74.11,0,9.6,-996,-996,2,49.3,1,23.59,17.43,1.3,6.23,2.3,23.67,13.18,0.05,4.61,2.08,28.84,28.6,28.76,30,595.74,7.6,0.05,5,0.12
8,28,NRMN,87.69,66.13,77.1,71.97,60.57,66.39,88.66,51.92,70.63,10.24,77.67,0,11.91,91.55,-996,4,17.36,3,15.09,9.85,0.87,4.03,1.33,11.98,7.57,0,2.67,1.36,28.88,28.74,28.83,30.08,1070.42,22.4,0,0,0
8,29,NRMN,92.08,74.41,82.76,75.24,70.54,72.69,90.71,56.07,72.77,11.42,82.82,0,18.25,103.16,-996,7,71.73,8,22.61,13.04,3.36,8.12,2.22,20.31,10.76,1.73,6.51,2.02,28.81,28.69,28.75,30,913.61,-996,0,0,0
8,30,NRMN,80.33,66.31,72.49,71.56,64.81,68.04,97.87,73.21,86.44,4.06,72.65,0,8.32,84.12,-996,7,22.11,4,20,24.61,1.89,8.15,3.37,31.43,19.06,0.25,6.16,2.71,28.94,28.72,28.82,30.07,725.49,8.47,1.31,41,2.76
8,31,NRMN,83.03,67.21,73.39,72.14,66.14,68.91,97.97,66.04,86.56,4.25,73.28,0,10.12,88.12,-996,3,48.94,4,15.85,11.19,1.1,5.73,1.84,16.66,8.66,0.21,4.34,1.65,28.91,28.78,28.84,30.09,968.05,16.38,0,0,0
9,1,NRMN,88.86,68.16,78.08,71.89,66.36,69.07,95.4,50.85,75.61,9.3,78.63,0,13.51,94.22,-996,6,30.51,5,23.53,7.98,0.76,4.33,1.35,11.84,6.48,0,2.81,1.46,28.89,28.78,28.83,30.08,924.98,23.56,0,0,0
9,2,NRMN,91.42,70.32,81.21,72.49,66.89,69.47,95,47.7,69.43,12.5,82.07,0,15.87,97.86,-996,-996,-999,-996,-999,9.5,0,4.57,1.99,14.54,7.3,0,3,2.12,28.88,28.76,28.82,30.07,1005.03,23.24,0,0,0
9,3,NRMN,91.81,69.8,81.08,71.95,63.83,68.54,93.7,41.85,67.87,13.23,82.05,0,15.81,97.29,-996,8,30.07,7,27.9,11.59,1.01,5.44,2.03,17.46,9.37,0,3.68,2.19,28.8,28.72,28.77,30.01,878.27,24.03,0,0,0
9,4,NRMN,92.12,67.75,80.7,72.43,61.46,67.64,98.17,36.87,67.55,13.7,82.47,0,14.93,95.55,-996,-996,-999,-996,-999,9.99,0,3.55,2.29,15.27,8.04,0,2.13,2,28.9,28.79,28.85,30.1,990.01,23.84,0,0,0
9,5,NRMN,92.01,68.99,81.28,70.53,60.63,65.61,91.32,36.04,62.08,15.85,82.73,0,15.5,93.33,-996,-996,-999,-996,-999,11.22,0,5.03,2.33,16.22,8.48,0,3.17,2.4,28.9,28.79,28.84,30.09,873.04,23.42,0,0,0
9,6,NRMN,95.02,69.28,82.37,68.04,61.29,65.28,83.54,33.87,58.99,17.72,83.54,0,17.15,97.05,-996,8,38.08,7,20.28,11.07,1.6,5.12,1.98,16.15,8.81,0,3.22,2.11,28.85,28.75,28.8,30.05,865.59,23.5,0,0,0
9,7,NRMN,94.05,69.87,82.86,70.64,61.84,66.14,86.44,34.78,59.74,17.57,84.1,0,16.96,97.22,-996,-996,-999,-996,-999,12.71,0,5.16,2.75,19.15,9.84,0,3.41,2.67,28.8,28.65,28.73,29.98,848.88,23.04,0,0,0
9,8,NRMN,92.71,70.38,82.13,68.98,57.93,63.92,73.33,31.44,55.45,17.93,82.8,0,16.55,95.65,-996,7,45.14,8,32.29,14.24,4.48,8.64,2.12,22.5,11.12,2.58,6.59,1.79,28.73,28.64,28.68,29.93,974.42,21.28,0,0,0
9,9,NRMN,90.66,72.75,81.59,68.83,63.63,65.72,73.99,43.46,59.66,15.78,82.02,0,16.71,94.02,-996,7,62.85,8,25,16.36,5.78,9.48,2.39,27.56,13,4.04,7.44,2.04,28.76,28.67,28.72,29.96,868.94,22.91,0,0,0
9,10,NRMN,89.55,72.84,81.02,71.55,66.32,68.07,82.98,47.95,65.7,13.14,81.23,0,16.19,94.56,-996,7,57.29,8,31.25,15.69,5.31,10.01,2,23.76,12.1,3.93,7.93,1.71,28.83,28.74,28.78,30.03,922.27,22.14,0,0,0
9,11,NRMN,89.28,71.56,80.66,69.9,64.14,67.15,86.13,44.35,64.86,13.51,80.93,0,15.42,92.01,-996,8,52.43,7,33.33,16.07,5.84,10.28,2.15,24.11,12.81,4.36,8.07,1.82,28.87,28.74,28.8,30.05,904.5,21.21,0,0,0
9,12,NRMN,90.61,69.49,79.9,71.15,65.7,68.03,94.94,47.73,68.62,12.17,80.12,0,15.05,95.5,-996,8,43.21,7,20.91,20.31,1.15,10.2,3.18,26.96,15.32,0.89,7.83,2.56,28.92,28.73,28.8,30.05,972.43,20.72,0.1,7,0.48
9,13,NRMN,82.51,66.88,73.43,70.85,65.79,68.18,97.27,61.45,84.6,4.9,73.6,0,9.7,86.67,-996,4,28.31,3,20.22,10.91,0.24,4.72,1.63,16.37,6.55,0,2.94,1.5,28.99,28.9,28.93,30.19,1069.22,15.93,0.62,57,0.24
9,14,NRMN,89.92,67.77,78.97,71.26,64.14,67.46,97.86,45.26,70.54,11.75,80,0,13.85,94.05,-996,7,27.1,8,24.81,13.11,0.49,5.75,2.66,18.12,9.8,0,3.71,2.57,28.95,28.83,28.89,30.15,860.28,20.95,0,0,0
9,15,NRMN,91.83,72.05,81.35,70.29,62.33,66.19,77.73,39.3,61.41,15.21,82.66,0,16.94,94.79,-996,7,53.21,6,13.57,10.01,1.71,5.32,1.66,15.05,7.37,0,3.38,1.95,28.88,28.79,28.84,30.09,849.55,21.38,0,0,0
9,16,NRMN,91.17,72.03,81.31,71.35,64.36,67.2,81.79,44.54,63.45,14.39,82.63,0,16.6,97.22,-996,7,50.35,6,27.97,11.72,2.09,5.44,1.89,16.95,8.56,0,3.5,2.11,28.86,28.74,28.8,30.05,894.67,21.44,0,0,0
9,17,NRMN,90.5,68.97,80.85,69.72,63.76,66.38,87.66,43.72,62.77,14.5,82.04,0,14.74,95.24,-996,7,52.73,6,28.73,12.69,0,6.01,2.4,20.76,10,0,4.12,2.32,28.8,28.69,28.74,29.99,861.79,21.16,0,0,0
9,18,NRMN,90.5,68.56,80.06,71.28,65.5,68.46,92.62,48.59,69.29,12.01,80.97,0,14.53,96.46,-996,-996,-999,-996,-999,11.77,1.22,5.21,2.68,18.19,9.62,0,3.51,2.94,28.76,28.67,28.71,29.96,838.08,21.48,0,0,0
9,19,NRMN,88.61,69.8,78.86,71.21,64.22,68.04,94.66,46.33,71.16,10.74,79.27,0,14.21,93.16,-996,6,53.51,5,26.2,14.28,1.29,7.05,3.16,21.47,11.67,0,5.22,3.07,28.75,28.64,28.7,29.95,986.13,21.07,0,0,0
9,20,NRMN,80.76,69.46,73.31,73.16,65.08,69.86,98.05,72.15,89.27,3.18,73.19,0,10.11,85.38,-996,7,32.98,6,21.28,16.43,0.91,7.98,3.6,26.82,13.24,0.38,6.32,3,28.77,28.65,28.71,29.96,857.47,10.93,0.27,23,0.36
9,21,NRMN,86.34,69.13,76.81,74.35,66.83,70.35,97.03,57.41,81.81,6.55,77.01,0,12.74,91.12,-996,8,43.06,7,34.38,14.99,2.4,9.99,2.48,23.6,12.46,0.97,8.1,2.18,28.81,28.69,28.74,29.98,931.64,12.32,0.71,34,1.44
9,22,NRMN,85.12,72.84,77.1,73.81,68.92,71.47,95.2,65.12,83.3,5.64,77.42,0,13.98,91.18,-996,8,51.32,9,26.04,16.27,0.06,8.65,3.77,22.66,13.58,0,6.81,3.34,28.77,28.67,28.71,29.95,583.81,8.99,0.11,9,0.24
9,23,NRMN,86.63,70.48,77.11,73.93,69.99,72.39,99.17,65.08,86.33,4.96,77.35,0,13.56,94.42,-996,6,33.84,5,15.59,11.52,0.5,5.1,2.17,14.61,9.13,0,3.61,2.03,28.84,28.73,28.77,30.02,786.36,12.24,0.15,12,0.36
9,24,NRMN,86.32,72.61,77.76,74.16,69.3,71.62,98.75,58.38,82.66,6.33,77.89,0,14.47,91.98,-996,8,38.25,7,22.81,15.84,1.04,6.55,1.96,21.27,12.39,0,5.07,1.74,28.73,28.57,28.65,29.89,948.04,14.51,1.14,24,2.4
9,25,NRMN,92.1,70.88,81.01,73.42,68.5,71.2,95.33,51.39,73.95,10.91,81.2,0,16.49,100.94,-996,8,38.33,9,20.91,14.59,1.45,8.64,2.42,22.15,11.67,1.13,6.76,2.12,28.62,28.53,28.58,29.82,791.64,20.25,0,0,0
9,26,NRMN,86.99,68.18,78.02,70.26,64.67,67.57,90.24,54.5,71.19,10.13,78.11,0,12.59,91.58,-996,7,31.6,6,23.26,17.01,4.14,11.24,3.21,27.56,13.6,3.07,8.81,2.65,28.74,28.55,28.63,29.87,1008.49,18.37,0,0,0
9,27,NRMN,90.9,73.81,81.29,71.16,62.65,67.36,78.76,48.58,63.55,14.13,81.54,0,17.36,97.48,-996,8,57.29,7,31.25,18.12,7.36,11.83,2.34,33.53,14.74,5.64,9.56,1.97,28.55,28.44,28.51,29.75,783.14,20.12,0,0,0
9,28,NRMN,87.6,74.3,79.61,72.99,67.38,70.76,89.61,58.14,75.12,9.1,79.87,0,15.95,95.13,-996,8,43.75,7,31.25,13.79,5.23,9.43,1.67,21.85,10.92,3.43,7.5,1.52,28.69,28.51,28.62,29.87,828.29,15.02,0,0,0
9,29,NRMN,86.85,73.8,79.51,75.65,68.55,71.17,87.48,62.22,76.12,8.54,79.78,0,15.32,94.01,-996,7,70.83,8,22.22,17.37,6.24,10.79,1.91,26.37,14.31,4.96,8.7,1.61,28.77,28.67,28.72,29.96,858.85,12.05,0.01,1,0.12
9,30,NRMN,87.13,73.76,79.54,71.81,67.18,69.92,83.84,58.46,72.92,9.7,79.8,0,15.45,93.4,-996,8,43.06,7,26.39,15.32,6.84,11,1.67,25.28,12.24,5.48,8.78,1.34,28.78,28.69,28.73,29.97,950.91,14.49,0,0,0
10,1,NRMN,86.77,73.56,79.82,71.71,66.43,68.92,88.6,56.19,70.15,10.85,80.14,0,15.17,91.45,-996,7,54.86,8,33.68,15.98,6.57,10.04,2,27.25,12.69,4.83,8,1.71,28.75,28.65,28.7,29.94,882.84,16.97,0,0,0
10,2,NRMN,88.52,72.91,80.13,71.46,65.43,67.8,85.59,49.3,67.08,12.3,80.53,0,15.72,93.31,-996,8,44.1,7,30.56,15.65,2.89,9.45,2.86,23.38,12.56,0.86,7.37,2.5,28.74,28.65,28.7,29.95,891.4,19.64,0,0,0
10,3,NRMN,77.11,56.91,68.58,66.82,54,62.01,91.1,65.38,80.18,5.2,68.37,0,2.01,-996,-996,1,55.75,2,15.33,14.8,2.18,9.94,2.37,19.8,10.94,0.74,7.44,1.92,28.97,28.72,28.88,30.13,795.65,15.3,0,0,0
10,4,NRMN,83.64,55.72,68.27,69.84,53.78,61.76,94.16,57.7,80.92,5.55,68.45,0,4.68,86.87,-996,1,20.43,5,20.07,10.38,1.45,6.04,1.66,14.98,8.01,0.64,4.44,1.31,28.96,28.79,28.89,30.14,840.8,16.43,0,0,0
10,5,NRMN,87.76,67.19,74.26,69.53,51.92,64.63,95.75,46.96,74.17,8.64,74.62,0,12.48,90.48,-996,7,27.43,1,17.71,15.63,5.63,9.63,2.15,24.47,12.25,3.69,7.31,1.76,28.79,28.64,28.73,29.97,901.14,12.71,0,0,0
10,6,NRMN,69.24,53.51,61.51,60.99,41.98,53.25,93.48,48.26,75.29,4.65,61.64,3.62,0,-996,-996,1,45.83,2,30.21,22.5,5.43,11.08,4.4,33.24,17.07,3.52,8.21,3.35,29.01,28.72,28.83,30.08,612.27,8.72,0,0,0
10,7,NRMN,71.35,46.11,57.86,45.98,38.64,42.78,87.47,32.19,60.72,7.76,59.66,6.27,0,-996,43.6,-996,-999,-996,-999,12.61,0,5.83,2.64,17.39,10.25,0,3.6,2.56,29.08,28.91,28.99,30.25,799.36,20.24,0,0,0
10,8,NRMN,74.97,43.03,60.71,52.4,40.13,45.56,96.12,35.47,60.77,8.78,62.06,6,0,-996,48.23,-996,-999,-996,-999,14.75,0,6.69,3.98,21.7,12.08,0,4.79,3.5,28.91,28.7,28.82,30.07,779.05,19.56,0,0,0
10,9,NRMN,80.55,60.08,69.91,65.42,47.34,58.92,85.61,58.47,68.52,8.27,70.17,0,5.31,82.41,-996,7,69.44,8,17.36,20.56,9.16,12.71,1.99,29.24,16.83,6.76,10.12,1.74,28.71,28.5,28.59,29.83,964.27,11.43,0.02,2,0.12
10,10,NRMN,78.69,43.47,63.07,72.52,33.38,54.3,92.17,53.65,73.63,5.02,63.04,3.92,0,-996,34.09,15,23.26,0,18.4,25.97,7.82,16.33,4.18,37.85,19.98,6.34,12.35,2.86,28.87,28.5,28.62,29.86,836.71,12.79,0.14,8,0.48
10,11,NRMN,54.95,34.01,44.33,33.13,17.87,25.34,84.54,24.15,50.23,5.47,44.97,20.52,0,-996,28.72,-996,-999,-996,-999,26.4,0,13.7,7.73,36.39,19.86,0,10.07,6.16,29.1,28.87,29.02,30.28,800.45,19.88,0,0,0
